pgn_aptkira_dinner | [pname_kira[0]], неожиданно тебя видеть с нами за ужином, что-то случилось? Плохое или хорошее? | [pname_kira[0]], suddenly you see us at dinner, something happened? Bad or good?
pgn_events_13_newtubs_01 | {i}Блин! Ещё хуже стало.{/i} | {i}Shit! It's getting worse.{/i}
pgn_events_13_newtubs_01 | {i}Кто эта девушка или женщина?{/i} | {i}Who is this girl or woman?{/i}
pgn_events_13_newtubs_01 | {i}Может быть Катя?{/i} | {i}Can it be Kate?{/i}
pgn_events_13_newtubs_01 | {i}Нет. Сегодня же она не работает.{/i} | {i}No. It doesn't work today.{/i}
pgn_events_13_newtubs_01 | {i}Тогда может быть [pname_alice[0]] и она скрывает, что тоже подрабатывает?{/i} | {i}Then maybe [pname_alice[0]] and she's hiding that she's part-time too?{/i}
pgn_events_13_newtubs_01 | {i}По фигуре напоминает мне [pname_alice[3]]. Но и Катя может быть, она сегодня работает.{/i} | {i}The figure reminds me of [pname_alice[3]]. But Kate may be working today too.{/i}
pgn_events_13_newtubs_01 | Аргх!!! Аааа!!! | Argh!!!! Aaah!!!
pgn_events_13_newtubs_01 | [pname_max[0]]! Потерпи ещё немного. | [pname_max[0]]! Be patient a little longer.
pgn_events_13_newtubs_01 | {i}Ещё? Чёрт! Да меня насилуют.{/i} | {i}More? Damn it! I'm being raped.{/i}
pgn_events_13_newtubs_01_repeat | {i}Я в клинике? Как тут оказался?{/i} |  {i}I'm in the clinic? How did I end up here?{/i}
pgn_events_13_newtubs_01_repeat | [pname_max[0]]! Привет. Ты проснулся? | [pname_max[0]]! Hello. Are you awake?
pgn_events_13_newtubs_01_repeat | Как себя чувствуешь? | How are you feeling?
pgn_events_13_newtubs_01_repeat | Эм... Нормально. | Um... I'm fine.
pgn_events_13_newtubs_01_repeat | Ну и хорошо. | Okay.
pgn_events_13_newtubs_01_repeat | А как я сюда попал, что произошло? | How did I get here, what happened?
pgn_events_13_newtubs_01_repeat | А ты не помнишь? Тебя привезла девушка. Сказала, что случайно тебя обнаружила и сразу привезла к нам. | Don't you remember? You were brought in by a girl. Said she accidentally found you and brought you straight to us.
pgn_events_13_newtubs_01_repeat | Ясно. | I see.
pgn_events_13_newtubs_01_repeat | {i}Я помню, что на моём члене какая-то девушка активно скакала до потери сознания.{/i} | {i}I remember there was a girl on my dick who rode actively until she passed out.{/i}
pgn_events_13_newtubs_01_repeat | {i}Только из-за чего мне так хреново было, не понятно.{/i} | {i}That's what made me feel so bad, I don't understand.{/i}
pgn_events_13_newtubs_01_repeat | {i}Надо будет ещё расспросить девчонок, кто из них это был.{/i} | {i}We'll have to ask the girls which one it was.{/i}
pgn_events_13_newtubs_01_repeat | Это была Катя? | Was that Kate?
pgn_events_13_newtubs_01_repeat | Катя? Не знаю, девушка себя не назвала. | Kate? I don't know, the girl didn't call herself.
pgn_events_13_newtubs_01_repeat | Это была [pname_alice[0]]? | Was it [pname_alice[0]]?
pgn_events_13_newtubs_01_repeat | Нет, не [pname_alice[0]]. [pname_alice[3]] я знаю в лицо. | No, not [pname_alice[0]]. [pname_alice[3]] I know it to my face.
pgn_events_13_newtubs_01_repeat | {i}Кто же эта загадочная спасительница? Попробую в клубе её найти.{/i} | {i}Who is this mysterious savior? I'll try to find her at the club{/i}
pgn_events_13_newtubs_01_repeat | Твоей маме ничего не сообщала. Не будем её тревожить, хорошо? | Your mother wasn't told anything. Let's not disturb her, okay?
pgn_events_13_newtubs_01_repeat | {i}Маме лучше не знать, где я был, а то точно буду сидеть только дома.{/i} | Mom better not know where I've been, or I'll only stay home for sure.
pgn_events_13_newtubs_01_repeat | Полежи ещё немного, после можешь ехать домой. | Stay a little longer, you can go home after.
pgn_events_13_newtubs_01_repeat | Ага, спасибо. | Yeah, thank you.
pgn_events_13_newtubs_dial_kate | Спасибо. За тот случай в клубе. | Thank you. For that club incident.
pgn_events_13_newtubs_dial_kate | За какой? | For what?
pgn_events_13_newtubs_dial_kate | Ну тот, когда мне было плохо. | You know, the one when I was sick.
pgn_events_13_newtubs_dial_kate | Когда ты не мог кончить? Пожалуйста. | When couldn't you cuming? You're welcome.
pgn_events_13_newtubs_dial_kate | Тебе было плохо? [pname_max[0]], не пей спиртное. У тебя организм слабый. | Were you sick? [pname_max[0]], don't drink alcohol. Your body is weak.
pgn_events_13_newtubs_dial_kate | Да нет, я о... | No, I mean...
pgn_events_13_newtubs_dial_kate | Не понимаю о чём ты? | I don't know what you mean?
pgn_events_13_newtubs_dial_kate | Эм... ладно. Просто спасибо. | Um... okay. Just thank you.
pgn_events_13_newtubs_dial_kate | {i}Значит не она.{/i} | {i}That's not her.{/i}
pgn_events_13_newtubs_sms_kate | {#r=Спасибо. За тот случай в клубе.} | {#r=Thank you. For that case at the club.} | pgn_events_13_newtubs_sms_kate | {#l=За какой?} | {#l=For what?} | pgn_events_13_newtubs_sms_kate | {#r=Ну тот, когда мне было плохо.} | {#r=The one when I was sick.} | pgn_events_13_newtubs_sms_kate | {#l=Когда ты не мог кончить? Пожалуйста.} | {#l=When couldn't you cuming? Please.} | pgn_events_13_newtubs_sms_kate | {#l=Тебе было плохо? [pname_max[0]], не пей спиртное. У тебя организм слабый.} | {#l=You were sick? [pname_max[0]], don't drink alcohol. Your body is weak.} | pgn_events_13_newtubs_sms_kate | {#r=Да нет, я о...} | {#r=No, I mean... } | pgn_events_13_newtubs_sms_kate | {#l=Не понимаю о чём ты?} | {#l=I don't know what you mean?} | pgn_events_13_newtubs_sms_kate | {#r=Эм... ладно. Просто спасибо.} | {#r=Um... okay. Just, uh, thank you.} | pgn_events_13_newtubs_dial_alice | Спасибо. За тот случай в клубе. | Thank you. For that incident at the club.
pgn_events_13_newtubs_dial_alice | Ну пожалуйста. | You're welcome.
pgn_events_13_newtubs_dial_alice | Значит это ты была. А что скрываешь, что там тоже работаешь? | So it was you. What are you hiding that you work there, too?
pgn_events_13_newtubs_dial_alice | Не понимаю о чём ты. Головой где-то ударился? | I don't know what you're talking about. Did you hit your head somewhere?
pgn_events_13_newtubs_dial_alice | {i}Нет, всё же это не она.{/i} | {i}No, it wasn't her, though.{/i}
pgn_events_13_newtubs_dial_alice | {i}Нет, это не она, это уж точно.{/i} | {i}No, that's not her, that's for sure.{/i}
pgn_clinic_max_afterclub | Блин! Что произошло. Как я тут оказался? | Shit! What happened. How did I get here?
pgn_clinic_max_afterclub | Блин! Катя! Я из-за неё оказался здесь. | Shit! Kate! She's the reason I got here.
pgn_clinic_max_afterclub | {i}Снова из-за этих таблеток.{/i} | {i}Again because of these pills.{/i}
pgn_clinic_max_afterclub | [pname_max[0]], ты проснулся? | [pname_max[0]], are you awake?
pgn_clinic_max_afterclub | Привет. А как я тут? | hi. How am I doing here?
pgn_clinic_max_afterclub | Тебя вчера привезли работники клуба \ | You were brought in yesterday by club staff \
pgn_clinic_max_afterclub | Не могу сказать, как это случилось. Но у тебя наблюдается лёгкое сотрясение мозга. | Can't tell you how it happened. But you're having a mild concussion.
pgn_clinic_max_afterclub | Мама в курсе? | Does Mom know?
pgn_clinic_max_afterclub | Твоей маме ничего не говорила. Ещё немного полежишь в клинике и отпущу тебя домой. | Didn't say anything to your mom. You're gonna lie down at the clinic a little longer and let you go home.
pgn_clinic_max_afterclub | Спасибо. | Thank you.
pgn_clinic_max_afterclub | Мне твоя девушка сообщила, что ты не смог кончить и довёл себя до такого. | Your girlfriend told me you couldn't cuming and you brought yourself to this.
pgn_clinic_max_afterclub | Да... | Yes...
pgn_clinic_max_afterclub | [pname_max[0]] ты снова принял таблетку? Перестань принимать их, я не знаю, к чему может это привести. | [pname_max[0]] did you take your pill again? Stop taking it, I don't know where it might lead.
pgn_clinic_max_afterclub | Хорошо. | Okay.
pgn_clinic_max_afterclub | [pname_max[0]]... | [pname_max[0]]...
pgn_clinic_max_afterclub | Забыл, что нельзя их вместе принимать. Точнее забыл, когда в последний раз принимал те старые таблетки. | I forgot not to take them together. Or rather forgot the last time I took those old pills.
pgn_clinic_max_afterclub | ... | ...
pgn_clinic_max_afterclub | Будь в следующий раз поосторожнее. | Be careful next time.
pgn_clinic_max_afterclub | Хорошо, постараюсь. | Okay, I'll try.
pgn_events_13_newtubs_workwaiter | {i}Она направляется к бару{/i} | {i}She's headed for the bar.{/i}
pgn_events_13_newtubs_workwaiter_clL_m1 | {i}Блин! Она в мою сторону направляется.{/i} | {i}Shit! She's headed my way.{/i}
pgn_events_13_newtubs_workwaiter_clL_m1 | {i}Так. Она не в бар идёт. А куда?{/i} | {i}That. She's not going to the bar. Where is she going?{/i}
pgn_events_13_newtubs_workwaiter_clL_m1 | {i}Не видно, что она там делает. Нужен другой угол обзора, но сейчас мне ни как не увидеть.{/i} | {i}I can't see what she's doing there. I need a different angle, but I can't see it now.{/i}
pgn_events_13_newtubs_workwaiter_clR_m1 | {i}Хм... в стакане что-то белое. Молоко?{/i} | {i}Hmm... there's something white in the glass. Milk?{/i}
pgn_events_13_newtubs_workwaiter_clR_m1 | {i}Она идёт в бар...{/i} | {i}She goes to the bar...{/i}
pgn_events_13_newtubs_workwaiter_clR_m1 | {i}Она снова возвращается в бар... Опять.{/i} | {i}She goes back to the bar again... Again.{/i}
pgn_events_13_newtubs_workwaiter_clR_m1 | {i}Так. Она не в бар идёт. А куда?{/i} | {i}That. She's not going to the bar. Where is she going?{/i}
pgn_events_13_newtubs_workwaiter_clR_m1 | {i}Не видно, что она там делает. Нужен другой угол обзора, но сейчас мне ни как не увидеть.{/i} | {i}I can't see what she's doing there. I need a different angle, but I can't see it now.{/i}
pgn_events_13_newtubs_workwaiter_thanks | Привет. Я хотел бы поблагодарить за прошлый раз. Спа... | Hello. I wanted to thank you for last time. Thank you...
pgn_events_13_newtubs_workwaiter_thanks | Эм... Я... | Um... I...
pgn_events_13_newtubs_workwaiter_thanks | {i}Поговорить не удалось.{/i} | {i}I couldn't talk.{/i}
pgn_events_13_newtubs_spy_menrest | {i}Пока никого нет, спрячусь.{/i} | {i}No one's here yet, I'll hide.{/i}
pgn_events_13_newtubs_spy_menrest | {i}Так стоп! Она же была в женском туалете.{/i} | {i}So stop! She was in the ladies' room.{/i}
pgn_events_13_newtubs_spy_menrest | {i}Блин!{/i} | {i}Fuck!{/i}
pgn_events_13_newtubs_spy_womenrest | {i}Пока никого нет, спрячусь.{/i} | {i}No one's here yet, I'll hide.{/i}
pgn_events_13_newtubs_spy_womenrest_m | {i}Что она там делает?{/i} | {i}What's she doing there?{/i}
pgn_events_13_newtubs_spy_womenrest_m | {i}Кто-то идёт.{/i} | {i}Someone's coming.{/i}
pgn_events_13_newtubs_spy_womenrest_m | Я сейчас описаюсь. | I'm gonna pee myself.
pgn_events_13_newtubs_spy_womenrest_m | Беги в первую кабинку, она всегда свободная. | Go to booth one, it's always free.
pgn_events_13_newtubs_spy_womenrest_m | Я тебе говорила, не пей перед тем как пойдём развлекаться. | I told you not to drink before we go out to have fun.
pgn_events_13_newtubs_spy_womenrest_m | О! Кто-то оставил и не допил. | Oh! Somebody left it and didn't finish it.
pgn_events_13_newtubs_spy_womenrest_m | Ммм... | Mmm...
pgn_events_13_newtubs_spy_womenrest_m | Попробуй. | Try it.
pgn_events_13_newtubs_spy_womenrest_m | Это молочный коктейль? | Is that a milkshake?
pgn_events_13_newtubs_spy_womenrest_m | И зачем всё разлила! | And why did you spill everything!
pgn_events_13_newtubs_spy_womenrest_m | Фу! Это сперма! Как ты можешь это спокойно глотать? | Em! It's sperm! How can you swallow it in peace?
pgn_events_13_newtubs_spy_womenrest_m | Мне понравилось. И как ты планируешь себе партнера искать. Не понимаю. | I loved it. And how do you plan to find a partner. I don't get it.
pgn_events_13_newtubs_spy_womenrest_m | Всё? Пойдём. | Is that it? Let's go.
pgn_events_13_newtubs_spy_womenrest_m | {i}Сперма, сперма, сперма... Аааааа, ясно!!!{/i} | {i}Sperm, sperm, sperm... Aaaah, I see!{/i}
pgn_events_13_newtubs_spy_womenrest_m | Привет, Ева! | Hello, Eva!
pgn_events_13_newtubs_spy_womenrest_m | [pname_max[0]]!? | [pname_max[0]]!?
pgn_events_13_newtubs_spy_womenrest_m | О нет! Весь материал испорчен. | Oh, no! All the material is ruined.
pgn_events_13_newtubs_spy_womenrest_m | А зачем тебе сперма? Если надо, я могу восполнить потерю. | What do you need sperm for? If you need it, I can make up for the loss.
pgn_events_13_newtubs_spy_womenrest_m | Я бы и рада, но ещё не прошло достаточно времени с прошлой твоей сдачи спермы. | I'd love to, but it hasn't been long enough since you gave up your sperm.
pgn_events_13_newtubs_spy_womenrest_m | Я узнала, что таблетки, из-за которых у тебя бывают периодические проблемы, продаются в этом клубе. И то что недавно появились новые. | I learned that the pills that cause you periodic problems are sold at this club. And that there are new ones recently.
pgn_events_13_newtubs_spy_womenrest_m | Пробовала купить для исследований, но девушкам, как я поняла не продают. Поэтому договорилась с подругой и иногда заменяю её, но и так всё равно эти таблетки мне не доступны. И вот... | I tried to buy it for research, but girls, as I understand it, are not sold. So I made a deal with a friend and sometimes I replace her, but still these pills are not available to me. And so...
pgn_events_13_newtubs_spy_womenrest_m | Я их уже принимал. | I've taken them before.
pgn_events_13_newtubs_spy_womenrest_m | Да? Может это из-за них тебе было очень плохо? | Yeah? Maybe they made you feel really bad.
pgn_events_13_newtubs_spy_womenrest_m | Не знаю. Я недавно принял и всё Нормально. | I don't know. I just took it and it's okay.
pgn_events_13_newtubs_spy_womenrest_m | Может быть это из-за влияния старой таблетки. Но без материала, я не могу гадать. | Maybe it was the effects of an old pill. But without the material, I can't guess.
pgn_events_13_newtubs_spy_womenrest_m | Не знаю почему, но иногда бывает через 1 час сразу плохо или наоборот так хорошо, что выпускаю сперму в больших количествах. | I don't know why, but sometimes after one hour it's bad or so good that I release semen in large quantities.
pgn_events_13_newtubs_spy_womenrest_m | Тогда может быть это реакция на старую таблетку? Старые и новые возможно несовместимы. Наверное новые и вызывают эту негативную реакцию. | Then maybe it's a reaction to an old pill? Old and new may not be compatible. Maybe the new ones are causing this negative reaction.
pgn_events_13_newtubs_spy_womenrest_m | Без материалов, я не смогу ничего выяснить. | Without materials, I can't figure anything out.
pgn_events_13_newtubs_spy_womenrest_m | Не знаю, может быть. | I don't know, maybe.
pgn_events_13_newtubs_spy_womenrest_m | А что если это из-за несовместимости старой и новой таблетки? Но без материала, я не смогу узнать. | What if it's because the old and the new pills are incompatible? But without the material, I won't be able to find out.
pgn_events_13_newtubs_spy_womenrest_m | Я бы купил, но бармен так смотрит внимательно, что нет возможности купить и забрать с собой. | I'd buy it, but the bartender looks so carefully, there's no way to buy it and take it with me.
pgn_events_13_newtubs_spy_womenrest_m | Могу прям сейчас. | I can do it right now.
pgn_events_13_newtubs_spy_womenrest_m | [pname_max[0]], время ещё не прошло, но спасибо за предложение. | [pname_max[0]], time is not up yet, but thanks for the offer.
pgn_events_13_newtubs_spy_womenrest_m | Тогда в другой раз, приму таблетку и после, как обычно, приеду и сдам в Клинике. | Then another time, I'll take a pill and then I'll come back and take it at the Clinic as usual.
pgn_events_13_newtubs_spy_womenrest_m | Пойдём в кабинку, не прям здесь же. | Let's go to the stall, not right here.
pgn_events_13_newtubs_spy_womenrest_m | Я могу сейчас или потом купить. И после, как обычно, приеду и сдам в Клинике. | I can buy it now or later. And then, as usual, I'll come and cuming in container at the Clinic.
pgn_events_13_newtubs_spy_womenrest_m | Ох [pname_max[0]]! Спасибо тебе. | Oh [pname_max[0]]! Thank you.
pgn_events_13_newtubs_spy_womenrest_ans2 | Только вот я слышала, что у этой таблетки эффект не долговечен. | Except I hear this pill doesn't have a long-lasting effect.
pgn_events_13_newtubs_spy_womenrest_ans2 | Тогда, если ты будешь в клубе, то поделюсь своей спермой прям здесь. | Then if you're at the club, I'll share my sperm right here.
pgn_events_13_newtubs_spy_womenrest_ans2 | Спасибо. Буду ждать. | Thank you. I'll look forward to it.
pgn_events_13_newtubs_eva | Привет, [pname_max[0]]. | Hello, [pname_max[0]].
pgn_events_13_newtubs_eva | Я готов сдать сперму. | I'm ready to give up my sperm.
pgn_events_13_newtubs_eva | Хорошо. Сейчас быстро освобожусь и пойдём в туалет. | Okay. I'll be free and go to the bathroom.
pgn_events_13_newtubs_evarestroomcum | Снимай штаны и начнём. | Take off your pants and let's get started.
pgn_events_13_newtubs_evarestroomcum_m | О да! | Oh yes!
pgn_events_13_newtubs_evarestroomcum_m | {i}Я бы сейчас хотел заняться сексом. Но минет тоже не плохо.{/i} | {i}I'd like to have sex right now. But blowjobs aren't bad either.{/i}
pgn_events_13_newtubs_evarestroomcum_m | А можно я трахну тебя в рот? | Can I fuck you in the mouth?
pgn_events_13_newtubs_evarestroomcum_m | Из-за этой латексной маски так и тянет к сексу? | Does this latex mask make you want to have sex?
pgn_events_13_newtubs_evarestroomcum_m | Можно? | Can I?
pgn_events_13_newtubs_evarestroomcum_m | Можно. | Yes
pgn_events_13_newtubs_evarestroomcum_m | {i}Ого! Ева! Класс!{/i} | {i}Whoa! Eva! Cool!{/i}
pgn_events_13_newtubs_evarestroomcum_m | {i}У неё рабочее горло, натренированное.{/i} | {i}She's got a working throat trained.{/i}
pgn_events_13_newtubs_evarestroomcum_m | {i}А если ещё глубже?{/i} | {i}What if it's deeper?{/i}
pgn_events_13_newtubs_evarestroomcum_m | Аах... Аххх... Ммм... Ахх.. | Aah... Ahhh... Mmm... Ahhh...
pgn_events_13_newtubs_evarestroomcum_m | {i}Если бы не помощь ей со сбором спермы для исследований, залил бы её полностью спермой.{/i} | {i}If you hadn't helped her with her sperm collection for research, you would have poured all the sperm into her.{/i}
pgn_events_13_newtubs_evarestroomcum_m | Может займёмся сексом? | Can we have sex?
pgn_events_13_newtubs_evarestroomcum_m | Вагинальная смазка может испортить анализы, и мне нужен чистый биоматериал. | Vaginal grease can ruin the labs, and I need pure biomaterial.
pgn_events_13_newtubs_evarestroomcum_m | У меня есть презервативы. | I have condoms.
pgn_events_13_newtubs_evarestroomcum_m | А успеешь вытащить? | Can you get fast in out?
pgn_events_13_newtubs_evarestroomcum_m | Ева, я почти уже на пределе. | Eva, I'm almost there.
pgn_events_13_newtubs_evarestroomcum_m | Аргххх! | Arghhhh!
pgn_events_13_newtubs_evarestroomcum_m | Вау! Как много! | Wow! That's a lot!
pgn_events_13_newtubs_evarestroomcum_m | Спасибо тебе за материал. С меня оплата. | Thank you for the material. I'll pay for it.
pgn_events_13_newtubs_evarestroomcum_m | Да ладно, мне не нужно. | Come on, I don't need it.
pgn_events_13_newtubs_evarestroomcum_m | Бери. Хотя бы возмещу твои траты. Может что купишь ещё себе. | Take it. At least I'll reimburse you for your expenses. Maybe you can buy some more for yourself.
pgn_events_13_newtubs_evarestroomcum_m | В этот раз больше чем обычно. | More than usual this time.
 | Как я здесь оказался?
How did I get here?
Значит ты?
So you?
Не она
Not her.
Спрятаться в мужском туалете
Hide in the men's room
Спрятаться в женском туалете
Hide in the ladies' room.
Продолжить наблюдение
Keep Watching
Могу сейчас
I can now.
Куплю и сдам сперму
Buy and give sperm
Трахнуть горло
Fuck My Throat
Не нужно
No need.
Взять
Get
pgn_events_13_newporn | [pname_max[0]], после клиники чувствуешь себя хорошо? | [pname_max[0]], are you feeling all right after the clinic?
pgn_events_13_newporn | Отлично. | Fine.
pgn_events_13_newporn | Хорошо. | Okay.
pgn_events_13_newporn | Студия попросила меня поговорить с вами об участии в одной сценке. | The studio asked me to talk to you about doing a scene.
pgn_events_13_newporn | Опять учить диалоги... | Learning dialogues again...
pgn_events_13_newporn | Ничего учить не придётся. | You don't have to learn anything.
pgn_events_13_newporn | Т.е. это не как обычно, от нас требуется только секс? | So this isn't the usual, just sex?
pgn_events_13_newporn | Совершенно верно. И... в основном только анальный. | Absolutely. И... mostly just the anal one.
pgn_events_13_newporn | Класс! | Cool!
pgn_events_13_newporn | Легко тебе говорить, тебе просто всунуть и кончить, а мне после ещё этим местом сидеть придётся. | Easy for you to say, you just stick it in and come, and I'll have to sit there afterwards.
pgn_events_13_newporn | И нужна ещё актриса. Есть идеи? | And we need another actress. Any ideas?
menu_pgn_events_13_newporn | Нет, не подойдёт. Тут нужен кто-нибудь взрослый. | No, it's not. We need somebody adult.
menu_pgn_events_13_newporn | От неё потребуется участие с тобой в другом проекте, так что её попку нужно пока поберечь. | She's gonna need to be on another project with you, so you gotta save her ass for now.
menu_pgn_events_13_newporn | Ты действительно, хочешь, чтобы это была я? | Do you really want it to be me?
menu_pgn_events_13_newporn | {i}А у меня был выбор?{/i} | {i}I have a choice?{/i}
menu_pgn_events_13_newporn | Я благодарна тебе. Хорошо, тогда я вас жду в пятницу в 18:00 в гримёрной. | I am grateful to you. Okay, then I'll meet you in the dressing room Friday at 18:00
menu_pgn_events_13_newporn | Блин! А в другой день или время нельзя? В этот же день поход в клуб. | Shit! Can't another day or time? The same day you go to a club.
menu_pgn_events_13_newporn | Ха-ха, обломалась. | Ha-ha, broke down.
menu_pgn_events_13_newporn | Иди ты. | Fuck you.
menu_pgn_events_13_newporn | Если [pname_max[0]] справится быстро, успеем подготовиться и сходим в клуб. | If [pname_max[0]] manages quickly, we'll have time to prepare and go to the club.
menu_pgn_events_13_newporn | И меня возьмёте? | Will you take me too?
menu_pgn_events_13_newporn | Нет | No
menu_pgn_events_13_newporn | Нет | No
menu_pgn_events_13_newporn | Ну всё, я вам сообщила. Буду ждать. И, [pname_alice[0]], вот тебе флешка, посмотри, к чему нужно подготовиться. | All right, I told you. I'll be waiting for you. And, [pname_alice[0]], here's your flash drive, see what you need to prepare for.
pgn_bonus_home_vengeancealice_00 | {i}Блин! [pname_alice[0]]! Мои шорты в сперме, мне нужно срочно в ванну.{/i} | {i}Shit! [pname_alice[0]]! My shorts are in sperm, I need to get in the tub now.{/i}
pgn_bonus_home_vengeancealice_shower | Я пил молоко и нечаянно облился. | I drank milk and accidentally spilled.
pgn_bonus_home_vengeancealice_shower | А, ясно... | Oh, I see...
pgn_bonus_home_vengeancealice_shower | Я быстро, мешать не буду. | I'll be quick, I won't interfere.
pgn_bonus_home_vengeancealice_01 | [pname_max[0]], а почему ты голый? Ждал меня? | [pname_max[0]], why are you naked? Waiting for me?
pgn_bonus_home_vengeancealice_01 | Из-за кое-кого мне пришлось идти в ванную. | Someone made me have to go to the bathroom.
pgn_bonus_home_vengeancealice_01 | Пытаюсь найти свои запасные шорты. | Trying to find my spare shorts.
pgn_bonus_home_vengeancealice_01 | Внизу смотрел? | Did you look downstairs?
pgn_bonus_home_vengeancealice_01 | А точно! Ты лучше знаешь, где что лежит, чем я. | Absolutely! You know better where everything is than me.
pgn_bonus_home_vengeancealice_01 | Блин! [pname_alice[0]] вообще не знает меры. Как она вообще до такого додумалась?! | Shit! [pname_alice[0]] doesn't know the measures at all. How did she even think of that?!
pgn_bonus_home_vengeancealice_01 | И моя попка болит сильно от её шлепаний. | And my ass hurts a lot from her spanking.
pgn_bonus_home_vengeancealice_01 | А давай мы ей отомстим! | Let's get back at her!
pgn_bonus_home_vengeancealice_01 | Что ты предлагаешь?  | What do you suggest? 
pgn_bonus_home_vengeancealice_01 | Ааа! Может я Маме расскажу, что она всё ещё занимается своим блогом? | Aah! Can I tell Mom she's still doing her blog?
pgn_bonus_home_vengeancealice_01 | Хм... мне кажется после этого она вообще не будет с тобой разговаривать. | Hmm... I don't think she'll talk to you at all after that.
pgn_bonus_home_vengeancealice_01 | Наверное. | Probably.
pgn_bonus_home_vengeancealice_01 | У меня есть одна идея. Я буду в комнате с [pname_alice[4]], а тебе нужно будет только прийти к нам... | I have one idea. I'll be in the room with [pname_alice[4]], and you just have to come to us...
pgn_bonus_home_vengeancealice_01 | И когда? | And when?
pgn_bonus_home_vengeancealice_01 | Можно сегодня ночью. Примерно к 02:00 подходи. | We can do it tonight. Approximately at 02:00 hours.
pgn_bonus_home_vengeancealice_01 | Сегодня не получится. Приходи ночью, когда [pname_alice[0]] будет дома и Кати не будет, подойди. | It won't work today. Come tonight when [pname_alice[0]] is home and Kate isn't, come.
pgn_bonus_home_vengeancealice_01 | Хорошо. Приду. | Okay. I'll be there.
pgn_bonus_home_vengeancealice_spy | {i}Они просто сидят вместе и разговаривают. Ни единой мысли, что задумала [pname_liza[0]].{/i} | {i}They just sit together and talk. Not a single thought what you're up to.{/i}
pgn_bonus_home_vengeancealice_spy | {i}И долго мне ждать?{/i} | {i}How long should I wait?{/i}
pgn_bonus_home_vengeancealice_spy | {i}Блин! Они уснули.{/i} | {i}Shit! They fell asleep.{/i}
pgn_bonus_home_vengeancealice_spy | {i}Не знаю, чего я жду.{/i} | {i}I don't know what I'm waiting for.{/i}
pgn_bonus_home_vengeancealice_spy | {i}Похоже это знак.{/i} | {i}It looks like a sign.{/i}
pgn_bonus_home_vengeancealice_spy | {i}Я пришёл вовремя.{/i} | {i}I got here on time.{/i}
pgn_bonus_home_vengeancealice_sex | Ну что, готов развлечься? [pname_alice[0]] уже готова.\n\n{color=#ccc}Сцена сделана в благодарность Vezdessushij, за помощь с рендером сцен.{/color} | Well, ready to have fun? [pname_alice[0]] ready. \n\n{color=#ccc} The scene is made in gratitude to Vezdessushij for helping with the rendering of the scenes.{/color} | pgn_bonus_home_vengeancealice_sex | Но она спит. А почему говорим не шопотом? | But she's sleeping. Why aren't we talking in murmurs?
pgn_bonus_home_vengeancealice_sex | Смотри. | Look.
pgn_bonus_home_vengeancealice_sex | [pname_alice[0]]! Просыпайся! [pname_max[0]] пришёл заделывать тебе ребенка. | [pname_alice[0]]! Wake up! [pname_max[0]] come to hurt your baby.
pgn_bonus_home_vengeancealice_sex | [pname_liza[0]]... | [pname_liza[0]]...
pgn_bonus_home_vengeancealice_sex | Просыпайся! [pname_max[0]] нюхает твои труски! | Wake up! [pname_max[0]] smells your panties!
pgn_bonus_home_vengeancealice_sex | Я не... | I don't...
pgn_bonus_home_vengeancealice_sex | Она спит крепким сном и её ни как сейчас не разбудить. | She sleeps a good night's sleep and there's no way to wake her up now.
pgn_bonus_home_vengeancealice_sex | А как? | How?
pgn_bonus_home_vengeancealice_sex | Снотворное, которое давали Маме. | Sleeping pills that were given to Mom.
pgn_bonus_home_vengeancealice_sex | Ясно. | I see.
pgn_bonus_home_vengeancealice_sex | {i}Где она его взяла, купила? Не буду спрашивать, а то вдруг у неё много, да и ещё мне подсыпет.{/i} | {i}Where did she get it, buy it? I'm not gonna ask, or she's got a lot, and she's gonna give me some.{/i}
pgn_bonus_home_vengeancealice_sex | Решай. Что будем с ней делать. | Decide. What we'll do with her.
pgn_bonus_home_vengeancealice_sex_m | А она не знает, что я здесь был? | Doesn't she know I was here?
pgn_bonus_home_vengeancealice_sex_m | Если не будешь кончать своей спермой из стороны в сторону, то не узнает. | If you don't cum your sperm from side to side, he won't know.
pgn_bonus_home_vengeancealice_sex_m | А если, трахну её, то не узнает? | What if I fuck her, she won't know?
pgn_bonus_home_vengeancealice_sex_m | Я ей скажу, что перед сном мы немного поразвлеклись с игрушками. | I'll tell her we had some fun with toys before bed.
pgn_bonus_home_vengeancealice_sex_m | А как она узнает, что мы отомстили ей за всё, что она с нами сделала? | How does she know we got back at her for everything she did to us?
pgn_bonus_home_vengeancealice_sex_m | Она и не узнает. | She won't even know.
pgn_bonus_home_vengeancealice_sex_m | А зачем тогда это всё? | What's all this for then?
pgn_bonus_home_vengeancealice_sex_m | Ну, хотя бы так мы можем что-то с ней сделать и нам за это ни чего не будет. Но у неё всё равно есть то, от чего тебе будет плохо, если узнает Мама. | Well, at least that way we can do something about her and we'll get nothing for it. But she still has something that would make you feel bad if Mom knew.
pgn_bonus_home_vengeancealice_sex_m | Может удалим всё с её телефона, пока она спит? | Can we remove everything from her phone while she sleeps?
pgn_bonus_home_vengeancealice_sex_m | Ты знаешь пароль от её телефона? | Do you know the password to her phone?
